seq_id,ko,gene,source,organism_code_or_name,species,taxid,domain,phylum,class,order,family,genus,length,description,system,classification_basis
bfgm|1|K01252|entB|P0ADI4,K01252,entB,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,285,Enterobactin synthase component B (EC 6.3.2.14) (Enterobactin biosynthesis bifunctional protein EntB) (Enterochelin synthase B) [Includes: I,enterobactin biosynthesis,gene_symbol_match
bfgm|139|K08225|entS|Q1REX1,K08225,entS,uniprot,Escherichia coli (strain UTI89 / UPEC),Escherichia coli (strain UTI89 / UPEC),364106.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,416,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|140|K08225|entS|Q0TK80,K08225,entS,uniprot,Escherichia coli O6:K15:H31 (strain 536 / UPEC),Escherichia coli O6:K15:H31 (strain 536 / UPEC),362663.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,416,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|141|K08225|entS|Q324V2,K08225,entS,uniprot,Shigella boydii serotype 4 (strain Sb227),Shigella boydii serotype 4 (strain Sb227),300268.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,416,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|142|K08225|entS|Q8ZR35,K08225,entS,uniprot,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),99287.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,414,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|143|K08225|entS|Q83SB6,K08225,entS,uniprot,Shigella flexneri,Shigella flexneri,623.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,410,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|144|K08225|entS|Q57RY1,K08225,entS,uniprot,Salmonella choleraesuis (strain SC-B67),Salmonella choleraesuis (strain SC-B67),321314.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,414,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|145|K08225|entS|Q5PME0,K08225,entS,uniprot,Salmonella paratyphi A (strain ATCC 9150 / SARB42),Salmonella paratyphi A (strain ATCC 9150 / SARB42),295319.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,414,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|146|K08225|entS|Q8Z8L4,K08225,entS,uniprot,Salmonella typhi,Salmonella typhi,90370.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,414,Enterobactin exporter EntS,enterobactin export,gene_symbol_match
bfgm|147|K08600|NA|bson_S101395_01736,K08600,,kegg,bson,Bacillus sonorensis SRCM101395,119858.0,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,255,(GenBank) srtB; Sortase A (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|148|K08600|NA|ban_BA_4783,K08600,,kegg,ban,Bacillus anthracis Ames,198094.0,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,254,(GenBank) srtB; sortase B (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|149|K08600|NA|bah_BAMEG_4815,K08600,,kegg,bah,Bacillus anthracis CDC 684,568206.0,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,218,(GenBank) srtB; sortase B (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|150|K10531|NA|ccon_AFK62_00205,K10531,,kegg,ccon,Cronobacter condimenti 1330 LMG 26250,1073999.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,446,(GenBank) ornithine monooxygenase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|151|K10531|NA|cdm_AFK67_00215,K10531,,kegg,cdm,Cronobacter dublinensis subsp. dublinensis LMG 23823,1159554.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,446,(GenBank) ornithine monooxygenase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|152|K10531|NA|cmw_AFK63_18355,K10531,,kegg,cmw,Cronobacter muytjensii ATCC 51329,1159613.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,446,(GenBank) ornithine monooxygenase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|153|K10531|NA|smw_SMWW4_v1c15290,K10531,,kegg,smw,Serratia marcescens WW4,435998.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,414,(GenBank) L-lysine 6-monooxygenase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|154|K10531|NA|sfj_SAMEA4384070_1584,K10531,,kegg,sfj,Serratia ficaria NCTC12148,61651.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,413,(GenBank) pvdA; L-ornithine 5-monooxygenase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|155|K11060|NA|cpe_CPE1354,K11060,,kegg,cpe,Clostridium perfringens 13,195102.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,549,(GenBank) probable enterotoxin (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|156|K11060|NA|cpf_CPF_1562,K11060,,kegg,cpf,Clostridium perfringens ATCC 13124,195103.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,553,(GenBank) SH3 domain/NlpC/P60 family protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|157|K11060|NA|cpr_CPR_1353,K11060,,kegg,cpr,Clostridium perfringens SM101,289380.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,549,"(GenBank) entB; putative enterotoxin, EntB (A)","unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|158|K11060|NA|cmah_C1I91_02090,K11060,,kegg,cmah,Clostridium manihotivorum CT4,2320868.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,918,(GenBank) hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|159|K11060|NA|cint_HZF06_00755,K11060,,kegg,cint,Clostridium intestinale Lx1,36845.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,507,(GenBank) SH3 domain-containing protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|160|K11061|NA|cpe_CPE0452,K11061,,kegg,cpe,Clostridium perfringens 13,195102.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,625,(GenBank) probable enterotoxin (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|161|K11061|NA|cpf_CPF_0454,K11061,,kegg,cpf,Clostridium perfringens ATCC 13124,195103.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,744,(GenBank) putative enterotoxin EntC (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|162|K11061|NA|ccaa_KQH81_03410,K11061,,kegg,ccaa,Clostridium cadaveris IFB3C5,1529.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,390,(GenBank) LPXTG cell wall anchor domain-containing protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|163|K15721|fyuA|P0C2M9,K15721,fyuA,uniprot,Yersinia enterocolitica,Yersinia enterocolitica,630.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,673,Pesticin receptor (IPR65) (IRPC),yersiniabactin uptake,gene_symbol_match
bfgm|164|K15721|fyuA|A1JTG3,K15721,fyuA,uniprot,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),393305.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,673,Pesticin receptor (IPR65) (IRPC),yersiniabactin uptake,gene_symbol_match
bfgm|165|K15721|fyuA|P46359,K15721,fyuA,uniprot,Yersinia pestis,Yersinia pestis,632.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,673,Pesticin receptor (IRPC),yersiniabactin uptake,gene_symbol_match
bfgm|166|K16087|tbp1|Q9K0U9,K16087,tbp1,uniprot,Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58),Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58),122586.0,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,915,Transferrin-binding protein A (TbpA) (Transferrin-binding protein 1),Tbp transferrin piracy,gene_symbol_match
bfgm|167|K16087|tbpA|P44970,K16087,tbpA,uniprot,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),71421.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,912,Transferrin-binding protein A (TbpA) (Transferrin-binding protein 1),Tbp transferrin piracy,gene_symbol_match
bfgm|168|K16088|fhuE|P16869,K16088,fhuE,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,729,Hydroxamate siderophore receptor FhuE (Ferric iron uptake protein) (Ferric-coprogen receptor FhuE) (Outer-membrane receptor for Fe(III)-copr,ferrioxamine uptake,gene_symbol_match
bfgm|169|K16088|fptA|P42512,K16088,fptA,uniprot,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),208964.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,720,Fe(3+)-pyochelin receptor (Fe(III)-pyochelin receptor),pyochelin uptake,gene_symbol_match
bfgm|170|K16089|cirA|P17315,K16089,cirA,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,663,Colicin I receptor,catecholate siderophore uptake,gene_symbol_match
bfgm|171|K16090|piuA|G3XCY8,K16090,piuA,uniprot,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),208964.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,753,Probable TonB-dependent siderophore receptor PiuA,catechol siderophore piracy,gene_symbol_match
bfgm|172|K16091|fecA|P13036,K16091,fecA,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,774,Fe(3+) dicitrate transport protein FecA (Iron(III) dicitrate transport protein FecA),ferric dicitrate transport,gene_symbol_match
bfgm|173|K16093|NA|amue_ACSTS3_15885,K16093,,kegg,amue,Aquimarina muelleri SJ_Lobster_29,279356.0,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,6022,(GenBank) non-ribosomal peptide synthase/polyketide synthase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|174|K16093|NA|blh_BaLi_c26280,K16093,,kegg,blh,Bacillus paralicheniformis ATCC 9945a (Bacillus licheniformis 9945A),766760.0,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,5256,(GenBank) bacA; bacitracin synthase subunit BacA (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|175|K16093|NA|bgy_BGLY_2817,K16093,,kegg,bgy,Bacillus glycinifermentans BGLY,1664069.0,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,5259,(GenBank) bacA; bacitracin synthetase 1 (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|176|K16093|NA|pdu_PDUR_11310,K16093,,kegg,pdu,Paenibacillus durus DSM 1735,44251.0,Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,5276,(GenBank) glutamate racemase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|177|K16093|NA|rpay_P0092_11695,K16093,,kegg,rpay,Ruminiclostridium papyrosolvens DSM 2782,588581.0,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,3168,(GenBank) non-ribosomal peptide synthetase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|178|K16152|NA|rtg_NCTC13098_00835,K16152,,kegg,rtg,Klebsiella terrigena NCTC13098 (Raoultella terrigena NCTC13098),577.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,889,(GenBank) hxuC; Heme/hemopexin utilization protein C precursor (A),Has heme acquisition,ko_confirmed_on_term
bfgm|179|K16152|NA|ype_YPO3923,K16152,,kegg,ype,Yersinia pestis CO92 (biovar Orientalis),214092.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,830,(GenBank) putative TonB dependent receptor protein (A),Has heme acquisition,ko_confirmed_on_term
bfgm|180|K16301|efeB|eco_b1019,K16301,efeB,kegg,eco,Escherichia coli K-12 MG1655,511145.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,423,(RefSeq) efeB; heme-containing peroxidase/deferrochelatase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|181|K17938|NA|ecoc_C3026_01820,K17938,,kegg,ecoc,Escherichia coli SHuffle K-12 C3026,83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,406,(GenBank) microcin B17 transporter (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|182|K17938|sbmA|eco_b0377,K17938,sbmA,kegg,eco,Escherichia coli K-12 MG1655,511145.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,406,(RefSeq) sbmA; peptide antibiotic/peptide nucleic acid transporter (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|183|K19546|NA|daq_DAQ1742_03406,K19546,,kegg,daq,Dickeya aquatica 174/2,1401087.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,193,(GenBank) bacA; Bacilysin biosynthesis protein BacA; Similarities with prephenate dehydratase (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|184|K19546|NA|dic_Dpoa569_0001061,K19546,,kegg,dic,Dickeya poaceiphila NCPPB 569,568768.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,193,(GenBank) bacilysin biosynthesis protein BacA (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|185|K19546|NA|dlc_O1Q98_16235,K19546,,kegg,dlc,Dickeya lacustris LMG30899,2259638.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,193,(GenBank) hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|186|K19546|NA|dad_V6C41_15145,K19546,,kegg,dad,Dickeya ananatis CFBP 1272,3061286.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,193,(GenBank) hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|187|K19546|NA|lpa_lpa_03409,K19546,,kegg,lpa,Legionella pneumophila 2300/99 Alcoy (serogroup 1),423212.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,189,(GenBank) hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|188|K19611|fepA|P05825,K19611,fepA,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,746,Ferrienterobactin receptor (Enterobactin outer-membrane receptor),enterobactin uptake,gene_symbol_match
bfgm|189|K19611|pfeA|Q05098,K19611,pfeA,uniprot,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),208964.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,746,Ferric enterobactin receptor,catechol siderophore piracy,gene_symbol_match
bfgm|190|K19611|pirA|Q9I527,K19611,pirA,uniprot,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),208964.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,742,Ferric enterobactin receptor PirA,catechol siderophore piracy,gene_symbol_match
bfgm|191|K21473|NA|pnc_NCGM2_2896,K21473,,kegg,pnc,Pseudomonas aeruginosa NCGM2.S1,1089456.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,354,(GenBank) phage protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|192|K21473|NA|paeu_BN889_06975,K21473,,kegg,paeu,Pseudomonas aeruginosa PA38182,1407059.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,379,(GenBank) hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|193|K21473|NA|bgo_BM43_6645,K21473,,kegg,bgo,Burkholderia gladioli ATCC 10248,28095.0,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,544,(GenBank) hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|194|K21473|NA|age_AA314_01998,K21473,,kegg,age,Archangium gephyra DSM 2261,48.0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Archangium,257,(GenBank) Hypothetical protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|195|K21473|NA|bprs_CK3_27730,K21473,,kegg,bprs,Butyrate-producing bacterium SS3/4,245014.0,Bacteria,,,,,,744,(GenBank) Cell wall-associated hydrolases (invasion-associated proteins) (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|196|K21949|sbnA|A6QDA0,K21949,sbnA,uniprot,Staphylococcus aureus (strain Newman),Staphylococcus aureus (strain Newman),426430.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,326,N-(2-amino-2-carboxyethyl)-L-glutamate synthase (ACEGA synthase) (EC 2.5.1.140) (Staphyloferrin B biosynthesis protein SbnA),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|197|K21949|sbnA|Q2YUU0,K21949,sbnA,uniprot,Staphylococcus aureus (strain bovine RF122 / ET3-1),Staphylococcus aureus (strain bovine RF122 / ET3-1),273036.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,326,N-(2-amino-2-carboxyethyl)-L-glutamate synthase (ACEGA synthase) (EC 2.5.1.140),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|198|K21949|sbnA|Q8XSQ0,K21949,sbnA,uniprot,Ralstonia nicotianae (strain ATCC BAA-1114 / GMI1000) (Ralstonia solanacearum),Ralstonia nicotianae (strain ATCC BAA-1114 / GMI1000) (Ralstonia solanacearum),267608.0,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,338,N-(2-amino-2-carboxyethyl)-L-glutamate synthase (ACEGA synthase) (EC 2.5.1.140),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|199|K21949|sbnA|Q99X99,K21949,sbnA,uniprot,Staphylococcus aureus (strain N315),Staphylococcus aureus (strain N315),158879.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,326,N-(2-amino-2-carboxyethyl)-L-glutamate synthase (ACEGA synthase) (EC 2.5.1.140),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|200|K21949|sbnA|Q44004,K21949,sbnA,uniprot,Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans),Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans),266264.0,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,341,N-(2-amino-2-carboxyethyl)-L-glutamate synthase (ACEGA synthase) (EC 2.5.1.140),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|201|K22297|furA|P0A583,K22297,furA,uniprot,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),233413.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,147,Transcriptional regulator FurA,Fur regulon,gene_symbol_match
bfgm|202|K22336|bfrB|A0R647,K22336,bfrB,uniprot,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),246196.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,181,Ferritin BfrB (EC 1.16.3.1) (Non-heme ferritin Ftn),DtxR-controlled iron storage,gene_symbol_match
bfgm|203|K22336|bfrB|P9WNE5,K22336,bfrB,uniprot,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,181,Bacterioferritin BfrB (EC 1.16.3.1) (Non-heme ferritin Ftn) (Nox19),DtxR-controlled iron storage,gene_symbol_match
bfgm|204|K23185|fepB|P0AEL6,K23185,fepB,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,318,Ferric enterobactin-binding periplasmic protein FepB,enterobactin uptake,gene_symbol_match
bfgm|205|K23186|fepD|P23876,K23186,fepD,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,334,Ferric enterobactin transport system permease protein FepD,enterobactin uptake,gene_symbol_match
bfgm|206|K23372|sbnE|Q2G1M9,K23372,sbnE,uniprot,Staphylococcus aureus (strain NCTC 8325 / PS 47),Staphylococcus aureus (strain NCTC 8325 / PS 47),93061.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,578,"L-2,3-diaminopropanoate--citrate ligase (EC 6.3.2.54) (Staphyloferrin B biosynthesis protein SbnE)",staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|207|K23373|sbnH|Q2G1M6,K23373,sbnH,uniprot,Staphylococcus aureus (strain NCTC 8325 / PS 47),Staphylococcus aureus (strain NCTC 8325 / PS 47),93061.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,400,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase (EC 4.1.1.117) (Staphyloferrin B biosynthesis protein SbnH),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|208|K23375|sbnC|Q2G1N1,K23375,sbnC,uniprot,Staphylococcus aureus (strain NCTC 8325 / PS 47),Staphylococcus aureus (strain NCTC 8325 / PS 47),93061.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,584,Staphyloferrin B synthase (EC 6.3.2.56) (Staphyloferrin B biosynthesis protein SbnC),staphyloferrin B biosynthesis (sbn),gene_symbol_match
bfgm|209|K23376|NA|ddd_Dda3937_02850,K23376,,kegg,ddd,Dickeya dadantii 3937,198628.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,258,"(GenBank) acsB; 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (A)",staphyloferrin B biosynthesis (sbn),ko_confirmed_on_term
bfgm|210|K23376|NA|dze_Dd1591_2673,K23376,,kegg,dze,Dickeya chrysanthemi Ech1591,561229.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,258,(GenBank) HpcH/HpaI aldolase (A),staphyloferrin B biosynthesis (sbn),ko_confirmed_on_term
